timestamp,open,high,low,close,vwrap,volume,count
1524427200,8916.8,8940.0,8886.9,8920.0,8915.7,105.18378828,450
1524430800,8919.3,8933.0,8909.9,8932.2,8923.8,33.58859159,258
1524434400,8932.2,8932.4,8850.0,8865.2,8883.9,138.69183306,621
1524438000,8865.2,8865.8,8760.5,8811.8,8805.1,588.7639844,1432
1524441600,8811.8,8869.3,8784.9,8831.0,8831.4,173.97230411,426
1524445200,8831.0,8919.1,8818.6,8902.6,8857.0,143.4544336,351
1524448800,8895.9,8898.9,8851.4,8865.8,8873.5,61.22689902,270
1524452400,8862.7,8909.0,8862.1,8874.6,8884.6,74.91881978,370
1524456000,8874.6,8891.9,8844.7,8866.9,8862.4,60.04120534,281
1524459600,8866.9,8895.1,8843.8,8886.8,8870.1,113.99363165,234
1524463200,8886.8,8949.3,8864.2,8930.8,8905.7,172.14857412,487
1524466800,8916.5,8991.3,8916.5,8957.0,8963.3,214.81530368,805
1524470400,8957.0,8990.0,8919.9,8932.9,8945.7,214.16483055,468
1524474000,8926.5,8932.9,8849.8,8910.1,8882.3,228.6883534,568
1524477600,8910.2,8934.4,8887.6,8900.1,8909.2,116.55168642,303
1524481200,8900.1,8951.0,8883.1,8929.0,8936.1,268.30068074,411
1524484800,8929.0,9032.1,8920.0,8969.8,8965.5,392.81314179,763
1524488400,8969.8,8974.7,8927.1,8930.0,8951.1,176.39710823,433
1524492000,8930.0,8939.1,8861.0,8929.8,8907.3,681.66232681,1131
1524495600,8928.7,8945.0,8895.0,8906.2,8913.7,74.64001705,342
1524499200,8907.7,8943.9,8906.2,8921.2,8925.0,67.75073403,335
1524502800,8921.2,8924.2,8873.2,8887.2,8892.9,111.53694724,538
1524506400,8887.6,8915.8,8887.6,8905.2,8902.6,101.81623445,317
1524510000,8905.5,8914.1,8818.0,8859.0,8857.4,230.75657727,718
1524513600,8857.8,8937.3,8845.1,8933.0,8888.1,258.2740692,576
1524517200,8933.1,8952.0,8919.4,8945.5,8936.0,169.70036274,340
1524520800,8945.4,8969.0,8930.0,8940.0,8957.0,111.79938873,369
1524524400,8940.0,8966.0,8930.1,8954.1,8947.2,71.66903905,366
1524528000,8959.0,9400.0,8947.0,9195.5,9166.6,1250.64048107,4025
1524531600,9195.0,9219.1,9136.7,9189.2,9181.0,296.10811206,1281
1524535200,9189.2,9250.0,9185.4,9210.0,9208.9,236.43480024,885
1524538800,9210.0,9235.1,9195.0,9219.0,9214.6,182.18472913,608
1524542400,9219.0,9298.6,9211.2,9294.6,9251.7,186.19243484,1017
1524546000,9287.9,9333.0,9233.5,9300.3,9285.1,298.2374089,917
1524549600,9300.3,9307.8,9249.5,9263.2,9273.9,172.01258385,666
1524553200,9263.2,9265.8,9210.8,9249.5,9231.0,194.50224087,602
1524556800,9250.0,9290.0,9230.8,9276.0,9262.5,80.43244438,355
1524560400,9276.0,9311.9,9258.3,9293.0,9290.7,189.74547243,454
1524564000,9297.9,9368.2,9293.0,9319.3,9323.2,315.84195025,826
1524567600,9319.3,9363.8,9302.1,9305.5,9329.9,285.30710981,683
1524571200,9305.0,9386.0,9304.9,9386.0,9333.5,321.44764748,686
1524574800,9385.9,9443.3,9233.1,9271.0,9346.8,880.41149509,2275
1524578400,9275.7,9437.8,9207.9,9305.0,9289.5,816.54265813,1649
1524582000,9308.4,9386.9,9308.0,9359.9,9352.7,261.82536716,745
1524585600,9358.9,9387.0,9330.0,9357.2,9354.0,147.63964011,616
1524589200,9357.2,9434.3,9345.0,9427.3,9391.2,134.18433565,639
1524592800,9427.3,9427.3,9372.5,9397.2,9388.5,274.35491984,779
1524596400,9397.2,9468.7,9300.0,9458.0,9391.8,529.0106291,1462
1524600000,9458.0,9474.9,9413.4,9448.0,9442.8,256.9045583,1050
1524603600,9446.5,9500.0,9439.1,9463.0,9473.5,263.65297648,1017
1524607200,9463.0,9614.5,9451.7,9574.0,9527.5,708.77582143,2247
1524610800,9573.9,9749.0,9532.7,9661.7,9661.5,621.63866628,1856
1524614400,9661.7,9698.0,9479.5,9562.8,9593.9,1085.876763,2949
1524618000,9562.8,9659.4,9511.4,9630.0,9601.6,329.64997197,1178
1524621600,9630.0,9750.0,9630.0,9695.0,9705.5,439.29161332,1279
1524625200,9686.9,9718.7,9359.6,9390.0,9550.9,659.85312019,2122
1524628800,9390.0,9534.2,9200.0,9312.9,9356.3,1266.45005424,3344
1524632400,9307.1,9420.0,9263.8,9390.0,9353.3,523.01278374,1662
1524636000,9388.0,9484.0,9384.9,9426.0,9439.8,281.503167,907
1524639600,9426.0,9447.4,9338.8,9407.0,9420.8,247.18354239,637
1524643200,9407.1,9449.4,9290.4,9299.1,9402.9,309.00607557,838
1524646800,9299.1,9358.7,9260.0,9312.5,9308.7,284.05453415,847
1524650400,9312.5,9314.7,9042.9,9159.8,9156.5,1294.47816739,3079
1524654000,9164.3,9193.7,9029.2,9150.8,9104.3,712.23020209,2179
1524657600,9150.8,9222.9,9102.5,9145.3,9164.0,337.40380698,1288
1524661200,9145.3,9167.8,9000.0,9065.9,9053.3,712.88890877,1829
1524664800,9065.9,9066.5,8767.0,8928.9,8896.0,1802.738511,4494
1524668400,8924.0,8977.0,8866.8,8975.5,8921.0,446.19797252,1605
1524672000,8975.5,8975.6,8863.5,8923.1,8899.8,383.46582715,1277
1524675600,8926.9,9085.4,8912.5,9047.1,9023.4,374.24699804,1456
1524679200,9050.0,9058.1,8949.2,8981.5,9006.2,289.41717418,1133
1524682800,8981.8,9024.1,8950.0,8971.6,8984.0,298.4122531,916
1524686400,8976.6,9108.9,8976.6,9073.3,9070.4,304.04437129,775
1524690000,9073.0,9171.5,9066.6,9163.0,9125.2,228.69135288,903
1524693600,9163.2,9178.6,8928.1,8950.3,9067.9,642.80030588,1533
1524697200,8950.3,9005.4,8772.6,8855.7,8863.6,795.73501337,2003
1524700800,8857.0,8865.8,8654.7,8824.5,8735.3,1197.06728883,2717
1524704400,8822.9,8858.5,8733.8,8762.0,8794.5,272.9257371,1000
1524708000,8757.2,8879.0,8750.1,8843.7,8843.4,126.96704517,670
1524711600,8843.2,8881.7,8769.5,8810.2,8833.8,197.03136879,776
1524715200,8808.8,8923.0,8808.8,8918.2,8865.2,177.46388888,655
1524718800,8918.2,8967.1,8864.2,8882.6,8925.0,265.1839677,860
1524722400,8886.4,8940.1,8767.9,8829.9,8847.6,383.10049992,984
1524726000,8829.9,8871.1,8798.1,8850.5,8834.5,202.75103627,606
1524729600,8850.6,8884.5,8670.3,8715.7,8751.0,499.78977638,1492
1524733200,8715.7,8760.9,8555.0,8735.0,8680.0,554.52863964,1212
1524736800,8732.3,8867.9,8732.3,8845.0,8783.8,182.03574079,548
1524740400,8846.7,8920.2,8828.6,8852.7,8866.0,97.63701763,468
1524744000,8852.8,8936.0,8850.0,8892.0,8903.1,153.96031616,485
1524747600,8892.0,8895.0,8796.7,8820.8,8838.8,184.22018691,524
1524751200,8818.0,8862.4,8726.7,8820.0,8796.1,412.40689213,905
1524754800,8818.0,8819.4,8771.7,8798.1,8798.8,143.20193234,535
1524758400,8798.1,8895.4,8781.7,8891.8,8840.8,237.15317732,724
1524762000,8891.8,8912.8,8848.9,8866.9,8879.0,168.15019151,483
1524765600,8866.9,8888.6,8841.0,8842.1,8860.7,114.84411039,379
1524769200,8842.0,8870.0,8841.0,8868.1,8855.3,71.85192417,294
1524772800,8868.1,9127.2,8867.1,9112.6,9036.5,843.44000655,2248
1524776400,9112.6,9183.6,9080.4,9106.9,9129.9,403.17761586,1055
1524780000,9106.9,9245.4,9106.9,9220.0,9182.9,317.00364436,1012
1524783600,9220.0,9300.0,9201.9,9291.4,9259.1,437.18971561,1117
1524787200,9281.7,9281.7,9184.5,9219.9,9228.3,300.36546806,816
1524790800,9220.0,9296.7,9219.0,9234.0,9246.0,171.93156613,649
1524794400,9244.0,9292.5,9237.1,9263.8,9260.3,172.39861143,555
1524798000,9260.0,9260.2,9140.0,9150.0,9203.5,278.18108323,888
1524801600,9149.9,9227.8,9112.3,9204.8,9180.6,248.88419982,665
1524805200,9202.7,9215.6,9153.8,9189.5,9186.8,227.49455573,503
1524808800,9175.6,9234.7,9172.9,9229.9,9214.9,205.48939535,440
1524812400,9229.9,9232.3,9175.7,9224.9,9205.8,219.16073474,414
1524816000,9227.0,9285.0,9224.0,9250.7,9254.1,195.50403903,457
1524819600,9250.7,9372.0,9233.1,9359.8,9305.7,286.14409135,856
1524823200,9359.3,9381.9,9325.7,9356.6,9362.6,167.87780637,509
1524826800,9360.0,9375.2,9275.0,9309.2,9314.0,307.49039191,597
1524830400,9308.9,9348.8,9261.8,9281.9,9310.6,166.50045088,548
1524834000,9281.9,9303.6,9150.0,9205.3,9213.1,443.8036109,1037
1524837600,9209.5,9250.0,9198.3,9244.8,9238.6,258.29429005,596
1524841200,9244.8,9244.8,9204.9,9231.7,9233.0,212.50526815,620
1524844800,9230.6,9295.0,9229.6,9272.0,9259.4,299.2986718,726
1524848400,9272.0,9303.0,9267.4,9270.2,9282.9,97.38121252,486
1524852000,9270.5,9278.3,9210.5,9224.9,9242.1,126.66824645,566
1524855600,9224.9,9237.0,9056.0,9093.0,9143.9,587.5516086,1530
1524859200,9093.0,9168.6,8950.0,8974.8,9053.3,642.99826749,1977
1524862800,8974.8,9051.6,8926.0,8978.5,8997.2,263.38376625,1043
1524866400,8978.5,9086.9,8973.3,9033.2,9047.1,171.91469872,852
1524870000,9031.8,9068.9,8891.8,8917.8,8978.7,155.67830808,907
1524873600,8917.8,9030.0,8865.0,8992.9,8946.7,199.55760106,726
1524877200,8993.0,9106.6,8991.0,9106.4,9043.8,152.04740111,687
1524880800,9095.6,9110.0,9042.7,9045.6,9084.5,132.76713957,512
1524884400,9045.6,9176.8,9044.1,9146.9,9120.2,130.87665493,420
1524888000,9143.7,9151.1,9087.0,9113.7,9130.0,119.69976369,527
1524891600,9110.0,9159.9,9110.0,9144.5,9140.8,58.11702546,281
1524895200,9144.5,9202.7,9134.4,9154.5,9176.9,121.20075083,620
1524898800,9154.5,9154.5,9099.3,9114.5,9119.2,77.81451944,427
1524902400,9114.5,9333.0,9070.8,9266.5,9261.3,791.42139742,1753
1524906000,9266.5,9293.5,9144.8,9257.3,9224.3,383.19840322,926
1524909600,9263.9,9305.8,9213.8,9263.0,9274.1,219.72420132,634
1524913200,9263.0,9275.0,9186.5,9206.0,9225.1,61.78371868,354
1524916800,9198.5,9424.5,9198.5,9354.6,9342.1,425.82869011,1089
1524920400,9355.2,9404.6,9322.1,9361.3,9370.2,164.70777484,774
1524924000,9361.3,9437.2,9273.6,9313.8,9364.8,383.88181698,1235
1524927600,9307.2,9342.7,9225.7,9342.7,9281.4,173.65364547,782
1524931200,9345.0,9373.7,9265.0,9299.4,9295.5,247.99859297,775
1524934800,9299.1,9342.2,9269.3,9285.0,9302.7,138.65893802,563
1524938400,9285.0,9400.0,9280.2,9384.7,9361.4,164.2819341,628
1524942000,9384.7,9394.8,9341.8,9389.0,9375.4,112.46994428,544
1524945600,9382.0,9436.0,9331.2,9331.2,9379.6,190.03708584,716
1524949200,9331.3,9352.1,9230.1,9274.0,9286.7,178.01698717,754
1524952800,9281.0,9347.7,9280.9,9343.1,9319.7,91.81593727,413
1524956400,9343.0,9364.6,9310.1,9339.2,9332.9,82.64857768,387
1524960000,9328.1,9424.0,9328.0,9381.5,9391.9,256.61120889,669
1524963600,9382.0,9498.6,9373.2,9454.8,9446.0,386.39511574,1110
1524967200,9456.4,9538.0,9440.6,9492.4,9495.5,376.57794088,1196
1524970800,9494.0,9494.4,9416.5,9442.0,9445.5,116.88178645,552
1524974400,9443.3,9476.6,9440.6,9440.8,9457.2,100.69119146,378
1524978000,9440.6,9476.4,9362.3,9408.9,9406.1,151.21564195,484
1524981600,9406.4,9471.5,9383.1,9452.1,9438.0,132.03281249,419
1524985200,9455.4,9471.0,9412.2,9430.9,9440.6,125.77459519,552
1524988800,9431.0,9447.0,9265.0,9290.5,9355.9,254.89127834,1226
1524992400,9290.5,9328.6,9226.3,9302.5,9273.7,256.74328072,972
1524996000,9301.4,9303.9,9165.0,9229.5,9230.3,163.08644696,724
1524999600,9225.0,9292.3,9177.4,9266.5,9236.0,148.37881735,571
1525003200,9266.5,9320.0,9198.9,9244.4,9262.0,155.9756337,643
1525006800,9246.3,9313.1,9242.7,9301.5,9293.9,98.02967197,449
1525010400,9310.2,9356.2,9265.2,9281.3,9317.5,83.93652304,487
1525014000,9281.3,9394.9,9280.3,9330.4,9326.7,393.51868117,733
1525017600,9329.0,9340.3,9298.3,9309.0,9315.6,71.72092317,436
1525021200,9306.2,9339.5,9238.7,9323.7,9281.4,109.23423485,622
1525024800,9323.7,9341.7,9300.3,9329.5,9320.7,29.67660813,224
1525028400,9329.5,9360.0,9311.1,9311.1,9337.6,43.86167629,284
1525032000,9314.4,9333.0,9291.0,9306.4,9311.1,54.26496993,313
1525035600,9311.9,9350.3,9304.6,9323.4,9336.1,37.06548052,330
1525039200,9327.0,9436.2,9320.1,9415.0,9397.6,161.11071465,721
1525042800,9415.0,9431.5,9382.6,9411.2,9408.2,93.29820448,365
1525046400,9411.2,9430.0,9345.3,9400.0,9390.2,140.37935933,444
1525050000,9407.0,9429.9,9370.0,9405.3,9405.7,178.90272934,367
1525053600,9405.3,9437.2,9397.8,9428.1,9413.6,100.61199039,393
1525057200,9428.0,9453.9,9257.0,9268.8,9371.3,274.45338573,960
1525060800,9269.7,9326.7,9265.0,9265.0,9294.8,94.37544123,518
1525064400,9265.0,9357.8,9265.0,9339.3,9317.4,78.00018757,376
1525068000,9334.8,9357.7,9261.1,9301.8,9305.8,145.3541655,633
1525071600,9301.7,9314.6,9200.0,9219.5,9236.3,191.82425165,868
1525075200,9219.5,9264.9,9110.7,9188.6,9172.6,290.23443532,1090
1525078800,9188.1,9240.5,9152.8,9217.6,9197.6,117.68466429,543
1525082400,9217.1,9283.2,9173.2,9254.4,9225.0,157.77265606,544
1525086000,9254.4,9279.7,9232.1,9265.4,9254.5,69.67299976,331
1525089600,9264.9,9299.2,9260.4,9298.6,9283.9,104.59672834,478
1525093200,9298.6,9330.7,9269.9,9272.0,9293.4,94.60765662,437
1525096800,9272.0,9287.4,9246.5,9270.5,9262.2,153.33510411,614
1525100400,9270.1,9280.5,9247.6,9280.5,9269.6,258.02538846,1002
1525104000,9280.5,9336.2,9261.0,9262.9,9289.4,158.89237237,685
1525107600,9262.9,9323.0,9262.9,9306.7,9297.2,111.60796211,533
1525111200,9306.8,9349.6,9306.7,9313.9,9321.8,114.0023841,533
1525114800,9319.2,9325.0,9260.6,9313.5,9302.5,200.53128474,451
1525118400,9313.5,9325.0,9272.4,9273.0,9291.4,132.4172199,353
1525122000,9272.9,9272.9,9195.1,9227.9,9230.6,303.29393415,1269
1525125600,9223.2,9270.0,9150.0,9169.9,9224.8,470.8393328,1215
1525129200,9170.0,9248.0,9169.9,9243.2,9223.4,193.98030485,749
1525132800,9246.5,9246.5,8930.0,8968.0,9060.7,974.36924388,2630
1525136400,8968.0,9030.2,8871.7,8999.0,8948.6,540.28375321,1614
1525140000,8999.0,9035.2,8934.0,9026.2,8991.9,184.48738875,730
1525143600,9017.1,9018.2,8928.0,8952.1,8962.7,230.92734841,677
1525147200,8952.0,9015.2,8944.0,8980.0,8995.6,232.93369059,616
1525150800,8980.0,8980.9,8911.3,8947.8,8953.6,103.48091085,542
1525154400,8948.0,8986.7,8940.0,8983.4,8963.7,100.76962122,434
1525158000,8981.8,9017.8,8960.4,8988.0,8986.1,92.98462699,454
1525161600,8980.4,9065.1,8974.0,9029.8,9033.1,124.70469946,475
1525165200,9038.1,9068.5,9011.4,9022.3,9041.9,291.96560942,759
1525168800,9026.9,9045.9,8978.5,9020.3,9015.3,69.0270688,421
1525172400,9020.5,9053.7,8970.0,8970.3,9012.8,114.26545659,441
1525176000,8970.3,8990.0,8830.0,8900.0,8897.7,368.18229036,1182
1525179600,8900.0,8943.8,8850.1,8916.8,8901.6,221.74376238,739
1525183200,8916.8,8931.0,8883.7,8909.5,8909.2,142.69928676,653
1525186800,8912.2,8963.1,8894.4,8926.4,8935.9,228.67699075,491
1525190400,8921.6,9012.7,8920.6,8994.3,8965.7,560.67998576,1009
1525194000,8994.3,9056.2,8968.7,9010.8,9005.4,284.13401154,879
1525197600,9010.8,9024.6,8950.4,8997.6,8988.7,137.41156254,919
1525201200,8993.5,9007.6,8965.9,8986.2,8987.4,216.04073535,554
1525204800,8986.2,9063.0,8976.0,9028.9,9012.5,209.14762379,679
1525208400,9028.9,9111.0,9028.9,9086.3,9088.0,314.32223928,1016
1525212000,9086.2,9107.6,9051.0,9051.0,9076.9,115.29314036,632
1525215600,9052.0,9100.0,9041.3,9081.3,9069.5,97.39106011,529
1525219200,9081.3,9100.0,9020.2,9037.2,9067.2,134.68731494,939
1525222800,9037.2,9037.7,8989.4,9027.9,9013.6,160.55667658,876
1525226400,9028.0,9073.4,9008.6,9041.7,9045.3,161.23650638,604
1525230000,9041.7,9052.0,9005.1,9026.8,9034.5,69.64761898,366
1525233600,9026.8,9092.6,9026.8,9073.0,9071.1,91.63870853,374
1525237200,9088.5,9099.0,9061.1,9076.8,9080.0,82.21294355,409
1525240800,9076.8,9170.0,9066.3,9169.8,9132.1,303.31623412,968
1525244400,9169.6,9184.9,9134.7,9153.0,9161.3,108.60616985,560
1525248000,9153.0,9160.0,9112.3,9133.9,9131.1,75.43829939,405
1525251600,9133.9,9159.9,9117.7,9129.1,9135.9,28.63077851,259
1525255200,9132.6,9199.9,9132.6,9161.9,9181.0,129.5022181,513
1525258800,9163.6,9195.7,9155.0,9163.8,9171.6,50.22365252,309
1525262400,9163.8,9182.2,9028.0,9081.3,9094.1,701.25027456,818
1525266000,9080.0,9103.2,8979.0,9100.1,9038.6,291.75296981,819
1525269600,9100.1,9115.0,9068.2,9080.0,9094.1,53.03859262,333
1525273200,9080.0,9149.9,9073.5,9147.4,9124.0,93.93682651,510
1525276800,9147.3,9150.0,9117.8,9117.8,9144.0,74.80033487,407
1525280400,9123.5,9142.1,9111.8,9122.6,9126.1,74.67220417,249
